15938,元禄時代小説第一巻「本朝二十不孝」ぬきほ（言文一致訳）,NDC 913,2009/5/20,2014/9/21,1216,井原 西鶴,宮本百合子全集　第二十八巻,新日本出版社,柴田卓治,土屋隆
15938,元禄時代小説第一巻「本朝二十不孝」ぬきほ（言文一致訳）,NDC 913,2009/5/20,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻,新日本出版社,柴田卓治,土屋隆
15939,つぼみ,NDC 913,2009/9/5,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻,新日本出版社,柴田卓治,土屋隆
15940,芽生,NDC 913,2009/9/5,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻（習作一）,新日本出版社,柴田卓治,土屋隆
15941,錦木,NDC 913,2009/5/20,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻,新日本出版社,柴田卓治,土屋隆
15942,ひな勇はん,NDC 913,2009/11/28,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻（習作一）,新日本出版社,柴田卓治,土屋隆
15943,お女郎蜘蛛,NDC 913,2009/11/24,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻（習作一）,新日本出版社,柴田卓治,土屋隆
15944,葦笛（一幕）,NDC 912,2009/11/24,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻（習作一）,新日本出版社,柴田卓治,土屋隆
15945,千世子,NDC 913,2008/6/20,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻（習作一）,新日本出版社,柴田卓治,松永正敏
15946,千世子（二）,NDC 913,2008/6/25,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻（習作一）,新日本出版社,柴田卓治,松永正敏
15947,千世子（三）,NDC 913,2008/6/25,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻（習作一）,新日本出版社,柴田卓治,松永正敏
15948,旅へ出て,NDC 915,2009/9/5,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻（習作一）,新日本出版社,柴田卓治,土屋隆
15949,胚胎,NDC 912,2009/11/28,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻（習作一）,新日本出版社,柴田卓治,土屋隆
15950,蛋白石,NDC 913,2009/11/24,2014/9/21,311,宮本 百合子,宮本百合子全集　第二十八巻（習作一）,新日本出版社,柴田卓治,土屋隆
15951,「奈良」に遊びて,NDC 915,2007/10/13,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15952,無題,NDC 914,2007/12/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15953,いとこ同志,NDC 913,2007/10/7,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15954,書斎を中心にした家,NDC 914,2007/12/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15955,男…は疲れている,NDC 914,2007/10/18,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15956,唖娘スバー,NDC 929,2007/10/18,2014/9/21,1075,タゴール ラビンドラナート,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15956,唖娘スバー,NDC 929,2007/10/18,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15957,私の本年の希望と計画,NDC 914,2007/12/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15958,対話,NDC 912,2007/10/23,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15959,二つの短い話,NDC K933,2007/10/7,2014/9/21,1300,ケネディ パトリック,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15959,二つの短い話,NDC K933,2007/10/7,2014/9/21,1299,ハイド ダグラス,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15959,二つの短い話,NDC K933,2007/10/7,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15960,四時の変化と関りのない書斎,NDC 914,2007/12/22,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15961,或る日,NDC 913,2007/10/2,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15962,湯ヶ島の数日,NDC 915,2012/3/16,2014/9/16,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,富田倫生
15963,秋の反射,NDC 913,2007/10/2,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15964,書斎の条件,NDC 914,2007/12/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15965,黒い驢馬と白い山羊,NDC 913,2007/12/22,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15966,露西亜の実生活,NDC 915,2007/10/23,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15967,プロレタリア美術展を観る,NDC 720 914,2007/10/18,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15968,「鎌と鎚」工場の文学研究会,NDC 914,2007/10/13,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15969,「女人芸術」か「女人大衆」かの批判について,NDC 914,2007/12/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15970,ソヴェトの「労働者クラブ」,NDC 915,2007/10/23,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15971,砂遊場からの同志,NDC 372,2007/12/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15972,ソヴェトに於ける「恋愛の自由」に就て,NDC 914,2007/12/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15973,ゆがめられた純情,NDC 914,2007/12/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15974,共産党公判を傍聴して,NDC 914,2007/10/13,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15975,今日の文章,NDC 914,2007/12/22,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15976,「現代百婦人録」問合せに答えて,NDC 914,2007/12/22,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15977,『進み行く娘達へ』に寄せて,NDC 914,2007/12/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15978,歴史と文学,NDC 914,2007/12/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15979,親子一体の教育法,NDC 379,2007/12/22,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15980,美しく豊な生活へ,NDC 360 914,2007/12/22,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15981,「播州平野」創作メモ,NDC 914,2007/12/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15982,「風知草」創作メモ,NDC 914,2007/12/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15983,生きるための恋愛,NDC 152,2007/12/22,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15984,選評,NDC 914,2007/12/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15985,“生れた権利”をうばうな,NDC 369,2007/12/22,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15986,私は何を読むか,NDC 019,2007/12/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15987,これでは囚人扱い,NDC 369,2007/12/22,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15988,平和を保つため,NDC 367,2007/12/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15989,東宝争議について,NDC 914,2007/12/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15990,心から送る拍手,NDC 914,2007/12/22,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15991,山崎富栄の日記をめぐって,NDC 914,2007/12/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15992,批評は解放の組織者である,NDC 914,2007/12/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15993,泉山問題について,NDC 312,2007/12/22,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15994,三つのばあい・未亡人はどう生きたらいいか,NDC 367,2007/12/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15995,「道標」創作メモ,NDC 914,2007/12/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15996,「広場」について,NDC 914,2007/12/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15997,はしがき（『十二年の手紙』その一）,NDC 914,2007/12/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15998,気になったこと,NDC 914,2007/12/22,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
15999,戦争・平和・曲学阿世,NDC 914,2007/12/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16000,東大での話の原稿,NDC 914,2007/12/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16002,日記・書簡,NDC 915,2008/3/31,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16003,同じ娘でも,NDC 914,2008/3/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16004,心配,NDC 914,2008/3/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16005,大きい足袋,NDC 914,2008/3/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16006,砂丘,NDC 913,2008/3/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16007,死に対して,NDC 913,2008/3/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16008,ピッチの様に,NDC 913,2008/3/31,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16009,この頃,NDC 914,2008/3/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16010,短歌習作,NDC 911,2008/3/31,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16011,グースベリーの熟れる頃,NDC 913,2008/3/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16012,繊細な美の観賞と云う事について,NDC 914,2008/3/31,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16013,現今の少女小説について,NDC 910,2008/3/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16014,Ｍ子,NDC 914,2008/3/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16015,秋霧,NDC 914,2008/3/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16016,夜寒,NDC 914,2008/3/31,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16017,午後,NDC 914,2008/3/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16018,霜柱,NDC 914,2008/3/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16019,紅葉山人と一葉女史,NDC 914,2008/3/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16020,草の根元,NDC 914,2008/3/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16021,南風,NDC 914,2008/3/31,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16022,暁光,NDC 914,2008/3/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16023,偶感,NDC 914,2008/3/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16024,雨の日,NDC 914,2008/3/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16025,曇天,NDC 914,2008/3/31,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16026,雨滴,NDC 914,2008/3/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16027,一日,NDC 914,2008/3/27,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16028,たより,NDC 913,2008/3/31,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16029,ひととき,NDC 914,2008/3/31,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16030,後庭,NDC 914,2008/3/29,2014/9/21,311,宮本 百合子,宮本百合子全集　第三十巻,新日本出版社,柴田卓治,土屋隆
16031,水の女,NDC 380,2004/1/26,2014/9/18,933,折口 信夫,古代研究１―祭りの発生,中公クラシックス、中央公論新社,高柳典子,多羅尾伴内
16032,最古日本の女性生活の根柢,NDC 380,2004/1/29,2014/9/18,933,折口 信夫,古代研究１－祭りの発生,中公クラシックス、中央公論新社,高柳典子,多羅尾伴内
16033,僻見,NDC 910,2009/1/21,2014/9/21,879,芥川 竜之介,芥川龍之介全集　第十一巻,岩波書店,もりみつじゅんじ,土屋隆
16034,遺書,NDC 916,2009/7/24,2014/9/21,879,芥川 竜之介,芥川龍之介全集　第二十三巻,岩波書店,もりみつじゅんじ,土屋隆
16035,飛鳥寺,NDC 914,2003/4/1,2014/9/17,150,薄田 泣菫,現代日本紀行文学全集　西日本編,ほるぷ出版,林幸雄,門田裕志
16036,喜光寺,NDC 914,2003/4/1,2014/9/17,150,薄田 泣菫,現代日本紀行文学全集　西日本編,ほるぷ出版,林幸雄,門田裕志
16037,久米の仙人,NDC 914,2003/4/1,2014/9/17,150,薄田 泣菫,現代日本紀行文学全集　西日本編,ほるぷ出版,林幸雄,門田裕志
16038,西大寺の伎芸天女,NDC 914,2003/4/1,2014/9/17,150,薄田 泣菫,現代日本紀行文学全集　西日本編,ほるぷ出版,林幸雄,門田裕志
16039,旋風,NDC 914,2003/4/1,2014/9/17,150,薄田 泣菫,現代日本紀行文学全集　西日本編,ほるぷ出版,林幸雄,門田裕志
18326,熊の足跡,NDC 915,2005/9/6,2014/9/18,280,徳冨 蘆花,現代紀行文学全集　北日本編,ほるぷ出版,林幸雄,小林繁雄、門田裕志
18327,東旭川村にて,NDC 915,2005/9/8,2014/9/18,8,島木 健作,現代紀行文学全集　北日本編,ほるぷ出版,林幸雄,小林繁雄、門田裕志
18328,日高十勝の記憶,NDC 915,2005/9/10,2014/9/18,137,岩野 泡鳴,現代紀行文学全集　北日本編,ほるぷ出版,林幸雄,小林繁雄、門田裕志
18329,摩周湖紀行,NDC 915,2005/9/5,2014/9/18,291,林 芙美子,現代紀行文学全集　北日本編,ほるぷ出版,林幸雄,花田泰治郎
18330,ワンダ・ブック――少年・少女のために――,NDC K933,2004/1/13,2014/9/18,905,ホーソーン ナサニエル,ワンダ・ブック,岩波書店、岩波文庫,山本洋一,大久保ゆう
18330,ワンダ・ブック――少年・少女のために――,NDC K933,2004/1/13,2014/9/18,801,三宅 幾三郎,ワンダ・ブック,岩波書店、岩波文庫,山本洋一,大久保ゆう
18332,岡の家,NDC K913,2004/3/6,2014/9/18,107,鈴木 三重吉,鈴木三重吉童話集,岩波文庫、岩波書店,鈴木厚司,佳代子
18333,デイモンとピシアス,NDC K913,2004/3/6,2014/9/18,107,鈴木 三重吉,鈴木三重吉童話集,岩波文庫、岩波書店,鈴木厚司,佳代子
18334,猿かに合戦,NDC K913,2003/8/27,2014/9/17,329,楠山 正雄,日本の神話と十大昔話,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18335,ねずみの嫁入り,NDC K913,2003/8/26,2014/9/17,329,楠山 正雄,日本の神話と十大昔話,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18336,文福茶がま,NDC K913,2003/8/25,2014/9/17,329,楠山 正雄,日本の神話と十大昔話,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18337,金太郎,NDC K913,2003/8/25,2014/9/17,329,楠山 正雄,日本の神話と十大昔話,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18338,田原藤太,NDC K913,2003/10/29,2014/9/18,329,楠山 正雄,日本の英雄伝説,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18339,大江山,NDC K913,2003/10/29,2014/9/18,329,楠山 正雄,日本の英雄伝説,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18340,羅生門,NDC K913,2003/10/31,2014/9/18,329,楠山 正雄,日本の英雄伝説,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18341,八幡太郎,NDC K913,2003/10/31,2014/9/18,329,楠山 正雄,日本の英雄伝説,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18342,鵺,NDC K913,2003/10/31,2014/9/18,329,楠山 正雄,日本の英雄伝説,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18343,マギーさんのオムレツ。,NDC 913,2003/4/16,2014/9/17,32,植松 真人,,,植松眞人,
18344,自動車の名前。,NDC 913,2003/4/16,2014/9/17,32,植松 真人,,,植松眞人,
18345,主よ、人の望みの喜びよ,NDC 913,2003/4/16,2014/9/17,32,植松 真人,,,植松眞人,
18346,心の王者,NDC 914,2003/10/8,2016/7/12,35,太宰 治,太宰治全集10,ちくま文庫、筑摩書房,杜十朗,土屋隆
18349,困惑の弁,NDC 914,2003/10/8,2016/7/12,35,太宰 治,太宰治全集10,ちくま文庫、筑摩書房,杜十朗,土屋隆
18350,酒ぎらい,NDC 914,2008/9/16,2016/7/12,35,太宰 治,太宰治全集10,ちくま文庫、筑摩書房,土屋隆,noriko saito
18351,「晩年」と「女生徒」,NDC 914,2003/10/8,2016/7/12,35,太宰 治,太宰治全集10,ちくま文庫、筑摩書房,杜十朗,土屋隆
18352,藤村詩抄,NDC 911,2004/5/20,2016/5/7,158,島崎 藤村,藤村詩抄,岩波文庫、岩波書店,土屋隆,浅原庸子
18353,貧乏物語,NDC 331,2008/5/1,2014/9/21,250,河上 肇,貧乏物語,岩波文庫、岩波書店,sogo,鈴木厚司
18358,貝殻追放,NDC 914,2004/12/24,2014/9/18,800,水上 滝太郎,水上瀧太郎全集,岩波書店,柳田節,門田裕志
18359,作家の像,NDC 914,2008/9/16,2016/7/12,35,太宰 治,太宰治全集10,ちくま文庫、筑摩書房,土屋隆,noriko saito
18360,三月三十日,NDC 914,2008/9/16,2016/7/12,35,太宰 治,太宰治全集10,ちくま文庫、筑摩書房,土屋隆,noriko saito
18361,ベーシック英語,NDC 834,2008/9/29,2014/9/21,1065,高田 力,ベーシック英語,研究社,田中敬三,土屋隆
18367,淡路人形座訪問,NDC 777,2005/1/10,2014/9/18,636,竹内 勝太郎,芸術民俗学研究,福村書店,ブラン,小林繁雄、門田裕志
18368,防雪林,NDC 913,2006/9/2,2014/9/18,156,小林 多喜二,防雪林・不在地主,岩波文庫、岩波書店,山本洋一,小林繁雄、林幸雄
18371,博物館,NDC 069,2009/6/1,2014/9/21,1054,浜田 青陵,博物館,日本兒童文庫、アルス,鈴木厚司、網迫,しだひろし
18375,やどなし犬,NDC K913,2004/3/6,2014/9/18,107,鈴木 三重吉,鈴木三重吉童話集,岩波文庫、岩波書店,鈴木厚司,佳代子
18376,桃太郎,NDC K913,2003/9/2,2014/9/17,329,楠山 正雄,日本の神話と十大昔話,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18377,かちかち山,NDC K913,2003/8/25,2014/9/17,329,楠山 正雄,日本の神話と十大昔話,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18378,舌切りすずめ,NDC K913,2003/9/2,2014/9/17,329,楠山 正雄,日本の神話と十大昔話,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18379,くらげのお使い,NDC K913,2003/9/2,2014/9/17,329,楠山 正雄,日本の神話と十大昔話,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18380,猫の草紙,NDC K913,2003/9/2,2014/9/17,329,楠山 正雄,日本の神話と十大昔話,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18381,夢殿,NDC K913,2004/2/8,2014/9/18,329,楠山 正雄,日本の英雄伝説,講談社学術文庫、講談社,鈴木厚司,今井忠夫
18382,田村将軍,NDC K913,2004/2/8,2014/9/18,329,楠山 正雄,日本の英雄伝説,講談社学術文庫、講談社,鈴木厚司,今井忠夫
18383,鎮西八郎,NDC K913,2004/2/9,2014/9/18,329,楠山 正雄,日本の英雄伝説,講談社学術文庫、講談社,鈴木厚司,今井忠夫
18384,牛若と弁慶,NDC K913,2004/2/9,2014/9/18,329,楠山 正雄,日本の英雄伝説,講談社学術文庫、講談社,鈴木厚司,今井忠夫
18385,殺生石,NDC K913,2003/8/27,2014/9/17,329,楠山 正雄,日本の諸国物語,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18386,葛の葉狐,NDC K913,2003/10/29,2014/9/18,329,楠山 正雄,日本の諸国物語,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18387,和尚さんと小僧,NDC K913,2003/8/27,2014/9/17,329,楠山 正雄,日本の諸国物語,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18388,長い名,NDC K913,2003/8/26,2014/9/17,329,楠山 正雄,日本の諸国物語,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18389,鬼六,NDC K913,2003/8/26,2014/9/17,329,楠山 正雄,日本の諸国物語,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18390,物のいわれ,NDC K913,2003/10/31,2014/9/18,329,楠山 正雄,日本の諸国物語,講談社学術文庫、講談社,鈴木厚司,大久保ゆう
18391,琉球の宗教,NDC 160,2006/4/11,2014/9/18,933,折口 信夫,折口信夫全集　2,中央公論社,門田裕志,多羅尾伴内
18392,若水の話,NDC 170,2006/4/13,2014/9/18,933,折口 信夫,折口信夫全集　2,中央公論社,門田裕志,多羅尾伴内
18393,髯籠の話,NDC 170,2006/4/13,2014/9/18,933,折口 信夫,折口信夫全集　2,中央公論社,門田裕志,多羅尾伴内
18394,幣束から旗さし物へ,NDC 382,2005/9/30,2014/9/18,933,折口 信夫,折口信夫全集　2,中央公論社,門田裕志,多羅尾伴内
18395,河童の話,NDC 382,2006/5/14,2014/9/18,933,折口 信夫,折口信夫全集　3,中央公論社,門田裕志,多羅尾伴内
18396,偶人信仰の民俗化並びに伝説化せる道,NDC 380,2006/5/16,2014/9/18,933,折口 信夫,折口信夫全集　3,中央公論社,門田裕志,多羅尾伴内
18397,古代人の思考の基礎,NDC 170,2006/5/16,2014/9/18,933,折口 信夫,折口信夫全集　3,中央公論社,門田裕志,多羅尾伴内
18398,古代に於ける言語伝承の推移,NDC 810,2005/9/30,2014/9/18,933,折口 信夫,折口信夫全集　3,中央公論社,門田裕志,多羅尾伴内
18399,嫉みの話,NDC 380,2004/1/8,2014/9/18,933,折口 信夫,日本の名随筆　別巻77　嫉妬,作品社,門田裕志,多羅尾伴内
18400,まといの話,NDC 384,2007/6/15,2014/9/21,933,折口 信夫,折口信夫全集　2,中央公論社,門田裕志,多羅尾伴内
18401,だいがくの研究,NDC 386,2007/6/15,2014/9/21,933,折口 信夫,折口信夫全集　2,中央公論社,門田裕志,多羅尾伴内
18402,信太妻の話,NDC 388,2004/1/23,2014/9/18,933,折口 信夫,折口信夫全集　2,中央公論社,高柳典子,多羅尾伴内
18403,愛護若,NDC 388,2004/1/23,2014/9/18,933,折口 信夫,折口信夫全集　2,中央公論社,高柳典子,多羅尾伴内
18404,餓鬼阿弥蘇生譚,NDC 388,2004/1/23,2014/9/18,933,折口 信夫,折口信夫全集　2,中央公論社,高柳典子,多羅尾伴内
18405,小栗外伝,NDC 388,2004/1/23,2014/9/18,933,折口 信夫,折口信夫全集　2,中央公論社,高柳典子,多羅尾伴内
18406,翁の発生,NDC 386 773,2004/1/26,2014/9/18,933,折口 信夫,折口信夫全集　2,中央公論社,高柳典子,多羅尾伴内
18407,はちまきの話,NDC 383,2007/6/15,2014/9/21,933,折口 信夫,折口信夫全集　3,中央公論社,門田裕志,多羅尾伴内
18408,ごろつきの話,NDC 384 774,2007/7/24,2014/9/21,933,折口 信夫,折口信夫全集　3,中央公論社,高柳典子,多羅尾伴内
18409,雪の島,NDC 291 387,2007/7/27,2014/9/21,933,折口 信夫,折口信夫全集　3,中央公論社,高柳典子,多羅尾伴内
18410,神道に現れた民族論理,NDC 176 380,2007/7/27,2014/9/21,933,折口 信夫,折口信夫全集　3,中央公論社,高柳典子,多羅尾伴内
18411,大嘗祭の本義,NDC 176 210 386,2007/7/18,2014/9/21,933,折口 信夫,折口信夫全集　3,中央公論社,高柳典子,多羅尾伴内
18412,霊魂の話,NDC 382,2006/4/2,2014/9/18,933,折口 信夫,折口信夫全集　3,中央公論社,高柳典子,多羅尾伴内
18413,古代生活の研究,NDC 380,2006/4/11,2014/9/18,933,折口 信夫,折口信夫全集　2,中央公論社,門田裕志,多羅尾伴内
18414,「青白き夢」序,NDC 914,2003/12/17,2014/9/18,826,森田 草平,青白き夢,新潮社,小林徹,松永正敏
24344,瑪瑙盤,NDC 913,2005/9/7,2014/9/18,291,林 芙美子,林芙美子全集　第十五巻,文泉堂出版,林幸雄,花田泰治郎
24345,「リラ」の女達,NDC 913,2005/9/7,2014/9/18,291,林 芙美子,林芙美子全集　第十五巻,文泉堂出版,林幸雄,花田泰治郎
24346,清修館挿話,NDC 913,2005/8/24,2014/9/18,291,林 芙美子,濡れた葦,東方社,林幸雄,花田泰治郎
24347,朝夕,NDC 913,2005/8/20,2014/9/18,291,林 芙美子,林芙美子全集　第十五巻,文泉堂出版,林幸雄,花田泰治郎
